"equipo","rival","fecha","local_visitante","goles_favor","goles_contra","resultado","tipo_partido","clima","temperatura","humedad","dias_descanso","tiros_puerta","posesion","lesionados","suspendidos"
"Estados Unidos","México",2026-05-30,"Visitante",3,1,"Victoria","Eliminatoria","Nublado",21,81,7,10,45,3,2
"Estados Unidos","Canadá",2026-05-18,"Local",3,1,"Victoria","Liga de Naciones","Soleado",30,44,9,9,54,1,0
"Estados Unidos","Panamá",2026-05-09,"Local",1,0,"Victoria","Eliminatoria","Soleado",20,38,6,9,63,1,0
"Estados Unidos","Haití",2026-04-28,"Local",2,1,"Victoria","Eliminatoria","Soleado",26,54,3,8,52,0,0
"Estados Unidos","Curazao",2026-04-15,"Visitante",2,0,"Victoria","Amistoso","Nublado",17,79,6,8,56,2,0
"Estados Unidos","Uruguay",2026-04-04,"Visitante",1,3,"Derrota","Copa","Nublado",19,56,6,8,46,1,0
"Estados Unidos","Cabo Verde",2026-03-24,"Local",1,1,"Empate","Eliminatoria","Frio",4,63,8,5,53,0,0
"Estados Unidos","Escocia",2026-03-13,"Local",0,1,"Derrota","Oficial","Lluvia",22,89,4,5,49,1,0
"Estados Unidos","Irak",2026-03-03,"Visitante",0,0,"Empate","Amistoso","Nublado",23,61,7,3,42,0,0
"Estados Unidos","Inglaterra",2026-02-18,"Visitante",0,1,"Derrota","Eliminatoria","Nublado",22,70,5,6,49,1,0
"Francia","Austria",2026-05-31,"Visitante",2,0,"Victoria","Amistoso","Caluroso",31,50,7,7,41,3,0
"Francia","República Checa",2026-05-18,"Local",5,1,"Victoria","Eliminatoria","Soleado",20,50,5,14,60,0,0
"Francia","Países Bajos",2026-05-07,"Local",2,1,"Victoria","Copa","Caluroso",35,38,9,7,45,2,0
"Francia","Croacia",2026-04-28,"Visitante",1,0,"Victoria","Oficial","Frio",11,51,6,3,47,2,1
"Francia","Noruega",2026-04-14,"Local",2,0,"Victoria","Liga de Naciones","Caluroso",28,33,4,7,59,0,0
"Francia","Escocia",2026-04-05,"Visitante",1,1,"Empate","Eliminatoria","Nublado",23,73,7,6,54,3,0
"Francia","Suecia",2026-03-24,"Visitante",0,2,"Derrota","Copa","Lluvia",25,73,9,8,57,2,1
"Francia","Ghana",2026-03-12,"Visitante",1,1,"Empate","Eliminatoria","Soleado",30,52,7,4,52,0,0
"Francia","Cabo Verde",2026-03-03,"Visitante",4,0,"Victoria","Liga de Naciones","Nublado",18,83,5,9,51,2,0
"Francia","Sudáfrica",2026-02-18,"Local",3,0,"Victoria","Oficial","Soleado",29,57,9,8,60,0,0
"Ghana","Argelia",2026-05-30,"Local",3,1,"Victoria","Eliminatoria","Soleado",29,35,5,8,50,1,1
"Ghana","Costa de Marfil",2026-05-18,"Local",1,1,"Empate","Eliminatoria","Lluvia",18,72,9,7,53,0,0
"Ghana","Marruecos",2026-05-06,"Local",1,1,"Empate","Oficial","Nublado",19,56,4,5,45,1,0
"Ghana","Egipto",2026-04-26,"Visitante",3,0,"Victoria","Amistoso","Caluroso",30,46,9,7,34,1,0
"Ghana","Cabo Verde",2026-04-16,"Local",1,3,"Derrota","Eliminatoria","Nublado",17,65,9,3,48,1,0
"Ghana","República Democrática del Congo",2026-04-05,"Local",1,0,"Victoria","Eliminatoria","Frio",12,54,3,6,60,0,1
"Ghana","Senegal",2026-03-25,"Visitante",0,3,"Derrota","Eliminatoria","Nublado",17,61,7,6,43,3,1
"Ghana","Escocia",2026-03-13,"Visitante",1,0,"Victoria","Eliminatoria","Lluvia",16,70,5,5,41,2,0
"Ghana","Argentina",2026-03-03,"Local",2,1,"Victoria","Liga de Naciones","Soleado",23,54,3,5,53,2,0
"Ghana","Noruega",2026-02-19,"Local",0,1,"Derrota","Eliminatoria","Frio",4,51,4,3,48,0,2
"Haití","Canadá",2026-05-30,"Local",2,1,"Victoria","Amistoso","Nublado",14,55,9,7,39,1,2
"Haití","México",2026-05-20,"Visitante",1,2,"Derrota","Liga de Naciones","Caluroso",29,62,5,4,45,4,0
"Haití","Panamá",2026-05-09,"Visitante",0,2,"Derrota","Amistoso","Lluvia",20,83,3,4,36,1,1
"Haití","Curazao",2026-04-25,"Visitante",3,1,"Victoria","Copa","Nublado",22,55,8,9,51,1,0
"Haití","Estados Unidos",2026-04-16,"Visitante",2,3,"Derrota","Eliminatoria","Nublado",21,67,8,6,47,1,0
"Haití","Jordania",2026-04-03,"Visitante",2,2,"Empate","Eliminatoria","Nublado",16,75,6,10,52,2,1
"Haití","Bosnia y Herzegovina",2026-03-23,"Local",1,1,"Empate","Eliminatoria","Soleado",29,67,8,6,56,2,0
"Haití","Uruguay",2026-03-13,"Local",2,0,"Victoria","Eliminatoria","Soleado",25,53,7,7,44,1,0
"Haití","Francia",2026-03-04,"Local",0,1,"Derrota","Amistoso","Soleado",29,64,8,4,48,0,0
"Haití","Australia",2026-02-18,"Visitante",0,2,"Derrota","Eliminatoria","Soleado",26,36,3,3,40,1,1
"Inglaterra","Alemania",2026-05-29,"Visitante",0,0,"Empate","Oficial","Lluvia",25,76,9,5,64,1,0
"Inglaterra","Austria",2026-05-20,"Local",4,0,"Victoria","Amistoso","Frio",9,69,8,6,64,3,1
"Inglaterra","Países Bajos",2026-05-07,"Visitante",0,2,"Derrota","Copa","Soleado",19,37,8,5,38,0,0
"Inglaterra","Suiza",2026-04-28,"Visitante",1,0,"Victoria","Eliminatoria","Soleado",19,56,8,4,54,3,0
"Inglaterra","Bélgica",2026-04-15,"Local",2,1,"Victoria","Oficial","Lluvia",19,92,8,9,53,0,0
"Inglaterra","Turquía",2026-04-03,"Local",1,1,"Empate","Eliminatoria","Soleado",22,37,7,7,48,1,0
"Inglaterra","España",2026-03-23,"Local",4,1,"Victoria","Amistoso","Caluroso",29,50,7,12,60,4,0
"Inglaterra","Egipto",2026-03-15,"Visitante",3,0,"Victoria","Oficial","Nublado",18,71,4,8,43,0,1
"Inglaterra","Argelia",2026-03-01,"Visitante",0,2,"Derrota","Eliminatoria","Caluroso",30,50,9,5,48,1,0
"Inglaterra","República Democrática del Congo",2026-02-18,"Visitante",2,1,"Victoria","Eliminatoria","Frio",7,72,8,7,50,0,1
"Irak","Corea del Sur",2026-05-28,"Visitante",0,3,"Derrota","Amistoso","Soleado",26,35,7,3,51,0,0
"Irak","Jordania",2026-05-17,"Local",2,0,"Victoria","Eliminatoria","Soleado",22,64,4,6,51,1,0
"Irak","Catar",2026-05-08,"Local",1,1,"Empate","Amistoso","Caluroso",28,39,5,4,51,0,0
"Irak","Irán",2026-04-26,"Local",2,1,"Victoria","Amistoso","Soleado",21,50,3,6,45,0,2
"Irak","Japón",2026-04-17,"Local",3,1,"Victoria","Eliminatoria","Lluvia",16,73,8,7,57,1,1
"Irak","Australia",2026-04-05,"Local",1,1,"Empate","Liga de Naciones","Frio",7,51,3,6,56,1,0
"Irak","Uzbekistán",2026-03-26,"Visitante",1,1,"Empate","Eliminatoria","Soleado",29,61,6,8,47,1,0
"Irak","Croacia",2026-03-13,"Local",1,0,"Victoria","Eliminatoria","Soleado",24,61,6,4,35,0,1
"Irak","Francia",2026-03-01,"Local",1,2,"Derrota","Eliminatoria","Soleado",20,36,9,2,49,0,1
"Irak","Estados Unidos",2026-02-19,"Local",1,0,"Victoria","Amistoso","Frio",10,62,3,3,54,1,0
"Irán","Japón",2026-05-31,"Visitante",1,0,"Victoria","Eliminatoria","Lluvia",21,89,3,7,49,2,0
"Irán","Irak",2026-05-18,"Visitante",0,2,"Derrota","Eliminatoria","Caluroso",35,42,8,4,51,3,0
"Irán","Uzbekistán",2026-05-09,"Visitante",1,2,"Derrota","Eliminatoria","Frio",12,54,7,6,55,1,0
"Irán","Corea del Sur",2026-04-26,"Local",1,3,"Derrota","Eliminatoria","Frio",9,59,7,10,54,0,0
"Irán","Arabia Saudita",2026-04-16,"Local",1,0,"Victoria","Eliminatoria","Frio",8,54,9,5,47,1,1
"Irán","Australia",2026-04-04,"Visitante",3,0,"Victoria","Eliminatoria","Soleado",18,40,4,11,48,0,0
"Irán","Jordania",2026-03-23,"Visitante",3,2,"Victoria","Liga de Naciones","Soleado",20,56,4,11,57,0,0
"Irán","Curazao",2026-03-12,"Local",0,2,"Derrota","Eliminatoria","Frio",11,63,3,6,59,1,0
"Irán","Turquía",2026-03-03,"Visitante",2,1,"Victoria","Amistoso","Nublado",16,62,8,6,53,1,0
"Irán","Países Bajos",2026-02-18,"Visitante",1,1,"Empate","Eliminatoria","Caluroso",29,61,4,5,46,1,0
"Japón","Irak",2026-05-30,"Local",1,1,"Empate","Liga de Naciones","Soleado",22,53,5,6,54,0,0
"Japón","Catar",2026-05-20,"Visitante",2,2,"Empate","Eliminatoria","Lluvia",15,73,5,8,54,0,0
"Japón","Irán",2026-05-09,"Visitante",1,3,"Derrota","Copa","Soleado",19,35,8,4,61,0,1
"Japón","Arabia Saudita",2026-04-27,"Local",1,1,"Empate","Amistoso","Soleado",25,53,5,7,61,0,0
"Japón","Australia",2026-04-14,"Local",2,0,"Victoria","Eliminatoria","Caluroso",28,35,4,10,54,0,1
"Japón","Jordania",2026-04-04,"Local",2,0,"Victoria","Amistoso","Nublado",21,59,4,7,59,1,0
"Japón","Uzbekistán",2026-03-25,"Local",2,1,"Victoria","Liga de Naciones","Soleado",27,68,7,8,46,1,0
"Japón","Argentina",2026-03-14,"Visitante",0,0,"Empate","Amistoso","Soleado",29,45,7,4,54,1,0
"Japón","Suecia",2026-03-01,"Local",0,0,"Empate","Amistoso","Lluvia",25,79,4,5,49,3,0
"Japón","Haití",2026-02-20,"Visitante",0,2,"Derrota","Liga de Naciones","Soleado",25,50,7,5,47,0,0
"Jordania","Irak",2026-05-30,"Local",1,2,"Derrota","Amistoso","Nublado",15,70,8,4,53,0,0
"Jordania","Irán",2026-05-20,"Local",0,2,"Derrota","Copa","Soleado",26,52,3,2,51,1,1
"Jordania","Uzbekistán",2026-05-08,"Visitante",0,0,"Empate","Eliminatoria","Lluvia",21,80,8,3,48,0,0
"Jordania","Catar",2026-04-27,"Local",0,0,"Empate","Amistoso","Soleado",25,56,6,2,54,2,0
"Jordania","Arabia Saudita",2026-04-16,"Visitante",1,1,"Empate","Eliminatoria","Soleado",20,63,8,5,43,2,0
"Jordania","Japón",2026-04-03,"Visitante",2,0,"Victoria","Amistoso","Nublado",17,68,4,7,43,3,0
"Jordania","Australia",2026-03-26,"Local",0,2,"Derrota","Eliminatoria","Soleado",27,47,8,3,51,1,1
"Jordania","Noruega",2026-03-15,"Local",1,1,"Empate","Liga de Naciones","Caluroso",29,32,9,6,45,1,1
"Jordania","Suiza",2026-03-01,"Visitante",0,0,"Empate","Copa","Nublado",15,81,6,4,50,1,1
"Jordania","España",2026-02-21,"Local",0,2,"Derrota","Copa","Nublado",17,62,5,2,44,1,0
"Marruecos","Costa de Marfil",2026-05-30,"Visitante",4,0,"Victoria","Liga de Naciones","Soleado",26,40,4,10,42,2,1
"Marruecos","Sudáfrica",2026-05-18,"Local",2,1,"Victoria","Oficial","Soleado",22,36,3,5,51,0,0
"Marruecos","Argelia",2026-05-08,"Visitante",2,3,"Derrota","Copa","Soleado",23,65,6,10,42,0,0
"Marruecos","Ghana",2026-04-28,"Local",2,2,"Empate","Eliminatoria","Nublado",21,64,7,8,56,0,0
"Marruecos","República Democrática del Congo",2026-04-15,"Visitante",0,1,"Derrota","Eliminatoria","Caluroso",29,45,4,5,56,1,0
"Marruecos","Senegal",2026-04-04,"Local",1,2,"Derrota","Eliminatoria","Nublado",16,64,8,6,52,0,1
"Marruecos","Túnez",2026-03-26,"Local",1,1,"Empate","Eliminatoria","Soleado",30,46,7,6,51,1,1
"Marruecos","Brasil",2026-03-15,"Local",1,0,"Victoria","Eliminatoria","Soleado",21,43,6,7,51,0,0
"Marruecos","Argentina",2026-03-02,"Local",1,1,"Empate","Liga de Naciones","Soleado",28,51,4,3,53,1,0
"Marruecos","Austria",2026-02-19,"Visitante",2,1,"Victoria","Liga de Naciones","Nublado",21,72,6,7,54,1,1
"México","Haití",2026-05-30,"Local",3,1,"Victoria","Copa","Soleado",18,56,8,8,55,2,0
"México","Panamá",2026-05-20,"Local",1,0,"Victoria","Eliminatoria","Soleado",25,35,4,7,59,2,0
"México","Canadá",2026-05-07,"Local",2,0,"Victoria","Oficial","Nublado",16,58,5,7,50,0,0
"México","Estados Unidos",2026-04-25,"Local",1,2,"Derrota","Eliminatoria","Lluvia",15,74,5,8,61,3,1
"México","Curazao",2026-04-15,"Local",2,1,"Victoria","Amistoso","Nublado",19,57,3,8,53,0,0
"México","Costa de Marfil",2026-04-06,"Visitante",0,1,"Derrota","Eliminatoria","Caluroso",33,43,7,3,50,1,0
"México","Senegal",2026-03-23,"Local",1,1,"Empate","Liga de Naciones","Caluroso",33,64,5,7,63,1,1
"México","Portugal",2026-03-13,"Visitante",1,2,"Derrota","Liga de Naciones","Nublado",18,65,8,2,55,1,0
"México","Corea del Sur",2026-03-01,"Local",2,1,"Victoria","Oficial","Soleado",18,59,6,8,57,0,0
"México","Brasil",2026-02-19,"Local",2,4,"Derrota","Eliminatoria","Nublado",22,65,8,4,44,2,0
"Noruega","España",2026-05-28,"Local",1,1,"Empate","Oficial","Nublado",17,82,8,3,55,2,1
"Noruega","Bosnia y Herzegovina",2026-05-17,"Local",3,2,"Victoria","Oficial","Soleado",24,50,8,8,58,1,0
"Noruega","República Checa",2026-05-09,"Visitante",1,0,"Victoria","Oficial","Soleado",20,44,7,8,49,2,1
"Noruega","Escocia",2026-04-27,"Visitante",1,1,"Empate","Oficial","Lluvia",20,90,8,3,52,0,1
"Noruega","Países Bajos",2026-04-17,"Visitante",0,0,"Empate","Eliminatoria","Soleado",25,48,9,4,43,0,1
"Noruega","Francia",2026-04-03,"Visitante",1,2,"Derrota","Eliminatoria","Nublado",16,66,9,7,44,3,2
"Noruega","Turquía",2026-03-23,"Visitante",0,0,"Empate","Oficial","Lluvia",19,71,3,4,40,1,1
"Noruega","Australia",2026-03-15,"Visitante",0,0,"Empate","Copa","Soleado",25,62,4,5,54,0,2
"Noruega","Uruguay",2026-03-02,"Local",3,1,"Victoria","Liga de Naciones","Soleado",30,39,9,9,41,0,0
"Noruega","Sudáfrica",2026-02-20,"Visitante",2,1,"Victoria","Eliminatoria","Nublado",20,71,5,11,50,1,0
"Nueva Zelanda","Canadá",2026-05-28,"Local",2,3,"Derrota","Amistoso","Caluroso",32,40,6,7,48,0,0
"Nueva Zelanda","Irak",2026-05-17,"Visitante",0,2,"Derrota","Eliminatoria","Lluvia",21,90,6,6,53,1,0
"Nueva Zelanda","República Democrática del Congo",2026-05-08,"Local",0,1,"Derrota","Eliminatoria","Soleado",25,54,4,1,55,0,0
"Nueva Zelanda","Jordania",2026-04-26,"Visitante",0,0,"Empate","Amistoso","Soleado",22,57,4,6,32,0,0
"Nueva Zelanda","Panamá",2026-04-17,"Local",2,1,"Victoria","Eliminatoria","Frio",8,56,9,8,55,1,0
"Nueva Zelanda","Japón",2026-04-03,"Visitante",0,4,"Derrota","Oficial","Frio",4,50,7,6,47,2,1
"Nueva Zelanda","Catar",2026-03-26,"Visitante",0,3,"Derrota","Amistoso","Soleado",25,68,7,4,58,2,0
"Nueva Zelanda","Colombia",2026-03-12,"Visitante",0,1,"Derrota","Eliminatoria","Soleado",29,66,5,5,42,1,0
"Nueva Zelanda","Brasil",2026-03-03,"Local",2,0,"Victoria","Eliminatoria","Nublado",19,78,5,5,58,3,2
"Nueva Zelanda","Australia",2026-02-19,"Local",0,0,"Empate","Eliminatoria","Soleado",25,46,3,5,56,0,2
"Países Bajos","Bosnia y Herzegovina",2026-05-29,"Local",4,0,"Victoria","Eliminatoria","Soleado",25,60,3,9,55,1,0
"Países Bajos","Portugal",2026-05-18,"Local",1,0,"Victoria","Eliminatoria","Caluroso",28,38,5,6,48,2,0
"Países Bajos","Noruega",2026-05-09,"Local",2,2,"Empate","Liga de Naciones","Nublado",22,79,6,6,60,0,0
"Países Bajos","República Checa",2026-04-25,"Local",4,0,"Victoria","Eliminatoria","Frio",9,52,9,12,52,0,0
"Países Bajos","España",2026-04-15,"Visitante",3,1,"Victoria","Copa","Lluvia",20,86,5,9,43,1,0
"Países Bajos","Austria",2026-04-04,"Visitante",3,0,"Victoria","Amistoso","Lluvia",25,95,4,7,53,0,0
"Países Bajos","Alemania",2026-03-26,"Visitante",2,1,"Victoria","Amistoso","Soleado",20,55,5,6,42,1,0
"Países Bajos","Irak",2026-03-13,"Local",2,1,"Victoria","Copa","Lluvia",17,93,3,9,55,1,1
"Países Bajos","Japón",2026-03-01,"Visitante",2,0,"Victoria","Eliminatoria","Nublado",24,62,5,9,43,1,1
"Países Bajos","Paraguay",2026-02-18,"Visitante",0,0,"Empate","Amistoso","Nublado",17,58,3,6,39,3,1
"Panamá","México",2026-05-30,"Local",3,1,"Victoria","Liga de Naciones","Nublado",24,80,8,8,47,0,0
"Panamá","Curazao",2026-05-18,"Local",1,4,"Derrota","Amistoso","Lluvia",18,82,4,7,56,1,0
"Panamá","Canadá",2026-05-07,"Visitante",2,1,"Victoria","Oficial","Caluroso",33,46,8,8,39,0,1
"Panamá","Estados Unidos",2026-04-27,"Visitante",1,1,"Empate","Eliminatoria","Nublado",21,81,7,2,54,3,0
"Panamá","Haití",2026-04-17,"Visitante",0,2,"Derrota","Amistoso","Lluvia",20,83,7,5,49,0,1
"Panamá","Túnez",2026-04-03,"Local",0,0,"Empate","Eliminatoria","Soleado",22,54,5,6,44,3,0
"Panamá","Austria",2026-03-23,"Local",1,1,"Empate","Eliminatoria","Nublado",22,60,8,5,43,1,1
"Panamá","Inglaterra",2026-03-13,"Local",1,4,"Derrota","Eliminatoria","Nublado",15,84,9,5,44,0,0
"Panamá","Ecuador",2026-03-02,"Visitante",0,0,"Empate","Amistoso","Soleado",21,55,5,4,41,2,0
"Panamá","Francia",2026-02-21,"Visitante",0,1,"Derrota","Eliminatoria","Caluroso",34,32,8,4,40,1,0
"Paraguay","Argentina",2026-05-31,"Local",0,0,"Empate","Eliminatoria","Soleado",27,45,9,1,51,2,0
"Paraguay","Colombia",2026-05-20,"Visitante",1,2,"Derrota","Eliminatoria","Lluvia",20,79,5,2,48,1,0
"Paraguay","Ecuador",2026-05-08,"Local",2,1,"Victoria","Eliminatoria","Soleado",19,40,6,7,53,0,1
"Paraguay","Brasil",2026-04-25,"Local",2,2,"Empate","Eliminatoria","Soleado",19,50,5,8,49,1,1
"Paraguay","Uruguay",2026-04-15,"Local",1,0,"Victoria","Eliminatoria","Nublado",15,71,9,6,45,1,0
"Paraguay","Catar",2026-04-03,"Local",1,1,"Empate","Oficial","Soleado",20,56,3,6,53,1,0
"Paraguay","Alemania",2026-03-25,"Local",1,0,"Victoria","Eliminatoria","Frio",10,69,3,6,35,2,0
"Paraguay","Suiza",2026-03-15,"Local",0,0,"Empate","Amistoso","Nublado",14,70,9,4,54,3,0
"Paraguay","Argelia",2026-03-01,"Local",3,1,"Victoria","Eliminatoria","Caluroso",30,33,8,6,47,1,0
"Paraguay","República Checa",2026-02-20,"Visitante",1,0,"Victoria","Eliminatoria","Soleado",23,46,7,6,52,0,1
"Portugal","Alemania",2026-05-31,"Local",0,1,"Derrota","Eliminatoria","Soleado",20,51,4,6,61,0,1
"Portugal","Bélgica",2026-05-18,"Visitante",0,1,"Derrota","Eliminatoria","Frio",12,59,5,3,47,1,0
"Portugal","Bosnia y Herzegovina",2026-05-07,"Local",4,1,"Victoria","Copa","Frio",5,45,3,10,62,0,0
"Portugal","Inglaterra",2026-04-26,"Visitante",1,1,"Empate","Amistoso","Caluroso",30,63,9,6,40,2,0
"Portugal","Austria",2026-04-14,"Local",1,0,"Victoria","Liga de Naciones","Nublado",16,57,4,8,55,1,0
"Portugal","Suecia",2026-04-03,"Visitante",1,0,"Victoria","Eliminatoria","Frio",6,67,9,7,55,2,0
"Portugal","Noruega",2026-03-24,"Local",4,3,"Victoria","Oficial","Nublado",17,77,9,12,46,2,0
"Portugal","Ghana",2026-03-13,"Local",1,0,"Victoria","Amistoso","Nublado",15,61,7,5,64,0,0
"Portugal","Argelia",2026-03-03,"Visitante",0,0,"Empate","Oficial","Frio",13,46,8,3,55,1,0
"Portugal","Costa de Marfil",2026-02-20,"Local",2,0,"Victoria","Eliminatoria","Lluvia",18,84,5,7,54,0,0
"República Checa","Turquía",2026-05-29,"Visitante",0,2,"Derrota","Oficial","Nublado",20,84,9,5,56,2,0
"República Checa","Alemania",2026-05-20,"Local",0,1,"Derrota","Oficial","Frio",14,51,8,5,45,1,2
"República Checa","Suecia",2026-05-06,"Local",1,1,"Empate","Liga de Naciones","Frio",10,67,5,5,53,0,0
"República Checa","Bélgica",2026-04-27,"Local",3,1,"Victoria","Copa","Caluroso",31,64,7,8,57,0,0
"República Checa","Noruega",2026-04-14,"Visitante",2,0,"Victoria","Liga de Naciones","Soleado",18,44,7,7,52,1,0
"República Checa","Países Bajos",2026-04-05,"Local",2,4,"Derrota","Eliminatoria","Caluroso",30,34,6,6,48,1,0
"República Checa","Croacia",2026-03-25,"Local",0,1,"Derrota","Amistoso","Caluroso",36,53,3,2,45,0,0
"República Checa","Japón",2026-03-13,"Local",1,0,"Victoria","Eliminatoria","Soleado",27,70,7,4,51,0,1
"República Checa","Senegal",2026-03-01,"Local",2,2,"Empate","Eliminatoria","Frio",12,62,7,5,66,1,0
"República Checa","Cabo Verde",2026-02-18,"Local",1,0,"Victoria","Liga de Naciones","Lluvia",18,88,5,6,52,1,2
"República Democrática del Congo","Sudáfrica",2026-05-31,"Local",0,0,"Empate","Copa","Lluvia",15,93,3,6,55,2,0
"República Democrática del Congo","Marruecos",2026-05-19,"Visitante",0,2,"Derrota","Copa","Soleado",23,42,9,4,43,1,1
"República Democrática del Congo","Argelia",2026-05-09,"Local",2,2,"Empate","Oficial","Soleado",22,45,4,6,54,0,0
"República Democrática del Congo","Ghana",2026-04-28,"Visitante",5,3,"Victoria","Eliminatoria","Soleado",20,44,4,11,47,1,0
"República Democrática del Congo","Cabo Verde",2026-04-15,"Local",1,4,"Derrota","Liga de Naciones","Nublado",24,73,7,4,51,2,0
"República Democrática del Congo","Túnez",2026-04-04,"Local",0,0,"Empate","Eliminatoria","Caluroso",29,60,9,1,47,1,0
"República Democrática del Congo","Senegal",2026-03-25,"Local",1,1,"Empate","Amistoso","Nublado",14,58,4,5,51,1,0
"República Democrática del Congo","Inglaterra",2026-03-13,"Local",1,2,"Derrota","Oficial","Soleado",19,52,8,5,47,1,0
"República Democrática del Congo","Uruguay",2026-03-04,"Visitante",0,1,"Derrota","Oficial","Caluroso",28,56,7,3,40,1,0
"República Democrática del Congo","México",2026-02-19,"Local",1,2,"Derrota","Amistoso","Caluroso",35,53,6,3,48,0,0
"Senegal","Cabo Verde",2026-05-29,"Visitante",3,0,"Victoria","Oficial","Nublado",17,83,5,10,51,3,2
"Senegal","Sudáfrica",2026-05-19,"Visitante",3,1,"Victoria","Amistoso","Nublado",23,85,7,9,52,3,0
"Senegal","Argelia",2026-05-07,"Visitante",1,1,"Empate","Oficial","Frio",7,51,7,6,40,1,0
"Senegal","Marruecos",2026-04-28,"Local",1,0,"Victoria","Liga de Naciones","Soleado",20,42,8,8,56,0,0
"Senegal","Ghana",2026-04-16,"Visitante",0,0,"Empate","Amistoso","Lluvia",23,91,3,7,52,2,0
"Senegal","Costa de Marfil",2026-04-05,"Visitante",2,1,"Victoria","Eliminatoria","Soleado",29,64,7,8,56,0,0
"Senegal","Egipto",2026-03-24,"Local",0,1,"Derrota","Copa","Soleado",25,69,6,5,49,1,0
"Senegal","Alemania",2026-03-13,"Visitante",1,1,"Empate","Eliminatoria","Nublado",21,63,6,3,51,3,0
"Senegal","Canadá",2026-03-04,"Local",2,2,"Empate","Oficial","Soleado",21,62,7,7,44,0,0
"Senegal","Uzbekistán",2026-02-21,"Visitante",1,0,"Victoria","Oficial","Soleado",19,58,9,9,46,2,0
"Sudáfrica","Costa de Marfil",2026-05-28,"Local",1,1,"Empate","Eliminatoria","Lluvia",18,70,9,3,39,2,0
"Sudáfrica","Senegal",2026-05-19,"Local",0,3,"Derrota","Eliminatoria","Lluvia",20,84,8,4,45,1,0
"Sudáfrica","Ghana",2026-05-07,"Visitante",3,2,"Victoria","Amistoso","Nublado",19,67,7,9,50,3,0
"Sudáfrica","Cabo Verde",2026-04-25,"Local",2,0,"Victoria","Liga de Naciones","Soleado",26,40,4,6,50,3,0
"Sudáfrica","Egipto",2026-04-15,"Visitante",0,0,"Empate","Eliminatoria","Nublado",17,68,9,6,50,3,0
"Sudáfrica","Argelia",2026-04-06,"Visitante",2,2,"Empate","Eliminatoria","Lluvia",22,91,6,8,40,3,0
"Sudáfrica","República Democrática del Congo",2026-03-26,"Local",3,1,"Victoria","Oficial","Soleado",28,56,7,9,50,2,0
"Sudáfrica","Noruega",2026-03-13,"Visitante",0,2,"Derrota","Amistoso","Nublado",14,72,4,4,41,0,0
"Sudáfrica","Curazao",2026-03-03,"Local",1,0,"Victoria","Copa","Lluvia",15,73,7,8,57,1,0
"Sudáfrica","Portugal",2026-02-21,"Local",1,2,"Derrota","Eliminatoria","Lluvia",24,74,7,5,44,0,2
"Suecia","Suiza",2026-05-31,"Visitante",0,0,"Empate","Liga de Naciones","Nublado",14,79,7,3,51,2,0
"Suecia","Bosnia y Herzegovina",2026-05-20,"Visitante",3,1,"Victoria","Amistoso","Soleado",25,50,8,8,51,3,0
"Suecia","Inglaterra",2026-05-08,"Local",1,0,"Victoria","Liga de Naciones","Caluroso",34,43,5,4,58,1,1
"Suecia","República Checa",2026-04-26,"Visitante",1,0,"Victoria","Eliminatoria","Nublado",22,72,5,7,45,0,1
"Suecia","Escocia",2026-04-16,"Local",0,2,"Derrota","Amistoso","Frio",11,52,5,6,53,0,0
"Suecia","Alemania",2026-04-04,"Local",0,1,"Derrota","Eliminatoria","Soleado",18,70,7,4,54,1,0
"Suecia","Países Bajos",2026-03-26,"Visitante",2,1,"Victoria","Eliminatoria","Frio",4,72,8,6,37,4,1
"Suecia","Irak",2026-03-15,"Local",2,0,"Victoria","Liga de Naciones","Nublado",19,57,9,9,43,0,0
"Suecia","Irán",2026-03-02,"Visitante",0,3,"Derrota","Eliminatoria","Soleado",30,69,6,6,42,0,1
"Suecia","Curazao",2026-02-18,"Local",2,1,"Victoria","Eliminatoria","Nublado",17,84,3,9,59,2,1
"Suiza","Austria",2026-05-31,"Visitante",3,0,"Victoria","Eliminatoria","Soleado",24,67,3,11,55,2,1
"Suiza","Bélgica",2026-05-19,"Local",1,3,"Derrota","Eliminatoria","Frio",13,60,4,5,64,3,0
"Suiza","Inglaterra",2026-05-08,"Local",2,1,"Victoria","Oficial","Nublado",21,77,7,8,48,1,0
"Suiza","España",2026-04-26,"Local",1,2,"Derrota","Eliminatoria","Soleado",20,36,6,6,51,0,0
"Suiza","Noruega",2026-04-17,"Visitante",1,0,"Victoria","Oficial","Frio",14,47,7,5,53,2,1
"Suiza","Alemania",2026-04-05,"Visitante",1,1,"Empate","Amistoso","Nublado",15,58,6,5,50,0,1
"Suiza","Croacia",2026-03-24,"Local",1,1,"Empate","Eliminatoria","Nublado",18,77,4,3,53,2,0
"Suiza","Uzbekistán",2026-03-12,"Local",1,0,"Victoria","Eliminatoria","Caluroso",33,61,6,5,64,0,1
"Suiza","Uruguay",2026-03-04,"Visitante",1,0,"Victoria","Eliminatoria","Nublado",16,85,6,5,48,0,1
"Suiza","Jordania",2026-02-20,"Local",0,0,"Empate","Liga de Naciones","Soleado",22,42,6,7,56,1,0
"Túnez","Argelia",2026-05-30,"Local",0,1,"Derrota","Amistoso","Frio",14,55,7,4,48,1,0
"Túnez","Cabo Verde",2026-05-18,"Visitante",0,0,"Empate","Eliminatoria","Soleado",29,59,4,5,49,4,1
